城市,房屋面积,楼层,月租
上海,50.96,2,6630
上海,33.11,2,2300
上海,64.27,2,3600
上海,46.85,3,4100
上海,62.84,2,4630
上海,78.94,3,6000
上海,65.27,3,5500
上海,92.01,1,4800
上海,49,1,3600
上海,48.27,2,6500
上海,64,3,4160
上海,20,3,3500
上海,119.2,3,3700
上海,43.72,2,5000
上海,153.99,3,16500
上海,66.25,3,3190
上海,45.96,2,3700
上海,75,2,5300
上海,51.75,2,2000
上海,43.95,2,4500
上海,107.78,1,8400
上海,93.08,3,5600
上海,47.19,1,4230
上海,33.43,2,4390
上海,97.15,2,7100
上海,60.58,3,4930
上海,40.03,1,4800
上海,62,3,6130
上海,30.11,3,4160
上海,38.5,1,4290
上海,54.08,3,5000
上海,52,3,4890
上海,65.91,2,5830
上海,60.78,3,5460
上海,83,2,7800
上海,45.82,3,5160
上海,36,1,4229
上海,85.35,1,2800
上海,35.25,3,3600
上海,75,3,6890
上海,48.65,3,6330
上海,129,3,7800
上海,48.9,2,4490
上海,74,1,4500
上海,68.07,3,2200
上海,75,3,4778
上海,101.2,2,7300
上海,64.59,3,4549
上海,66.11,3,1800
上海,42.98,3,5860
上海,53.03,2,4200
上海,50,1,10800
上海,88.67,3,17900
上海,66.97,2,5000
上海,43.55,1,6500
上海,52.74,2,4690
上海,42,1,4630
上海,54.94,2,3000
上海,32.94,1,4290
上海,54.9,2,9300
上海,37.56,2,6230
上海,104.4,3,10000
上海,79.23,2,11000
上海,53.98,1,6090
上海,43,2,3150
上海,309.66,1,30000
上海,96.93,2,9500
上海,90.61,3,11500
上海,212.07,1,8000
上海,112.92,2,8500
上海,112.8,1,11360
上海,68.97,3,5390
上海,49.3,3,4430
上海,51.22,2,3330
上海,53,3,7800
上海,78,3,7500
上海,72.58,1,4190
上海,137.13,1,22000
上海,70.59,1,3500
上海,103.81,3,26300
上海,55,3,5700
上海,48.85,2,5360
上海,134.14,2,4500
上海,86.01,3,5530
上海,89.78,3,5500
上海,35.52,2,4390
上海,38.69,2,5300
上海,59.02,3,4830
上海,60.58,3,6030
上海,111,2,3900
上海,111.91,2,10200
上海,43.68,3,4160
上海,33.67,2,5290
上海,89.46,2,4500
上海,437.71,1,52000
上海,39,2,5390
上海,40,2,10000
上海,71.99,3,6800
上海,53,3,4330
上海,51.78,2,2300
上海,95.37,2,6300
上海,103.99,3,7000
上海,48.65,2,3330
上海,50.7,3,4700
上海,86.04,2,14800
上海,340.86,1,37000
上海,159.02,1,3500
上海,78.66,2,9000
上海,207,1,18900
上海,50,2,7290
上海,80.92,1,6000
上海,77.61,2,1800
上海,59.28,1,6300
上海,43.9,2,4790
上海,89.32,2,4500
上海,39.76,2,2300
上海,109.21,1,6700
上海,57.08,1,4800
上海,53.7,3,5700
上海,56.26,3,6000
上海,89.06,3,11100
上海,245,1,20900
上海,28.47,2,4990
上海,119.68,3,11000
上海,84,3,9200
上海,30.21,1,4460
上海,98.5,2,12600
上海,74,3,12500
上海,116.33,1,7500
上海,56.79,1,7060
上海,69.03,2,4000
上海,47.91,3,5960
上海,50.65,2,8500
上海,67.35,1,6625
上海,47.66,1,5530
上海,120,2,5700
上海,70.6,1,6500
上海,42.07,3,2800
上海,33.75,3,4730
上海,70.04,3,3900
上海,71,2,3200
上海,54.68,3,4423
上海,39.35,1,2800
上海,62,2,5130
上海,54,1,3000
上海,93.08,3,6800
上海,39.12,2,7300
上海,146.96,3,16000
上海,115,3,4000
上海,45.48,3,4000
上海,57.68,3,4730
上海,63.47,3,4100
上海,26.3,2,6000
上海,55.24,3,5860
上海,51.86,3,5190
上海,68.63,3,8690
上海,99,3,5430
上海,68.76,3,8690
上海,53.86,3,3500
上海,100.72,1,9500
上海,35,3,4142
上海,36.65,3,4030
上海,43.97,1,6300
上海,63.99,3,4700
上海,73.98,1,7100
上海,40.77,2,3800
上海,122.26,3,4500
上海,85.57,3,5500
上海,102,2,1600
上海,38.94,2,4600
上海,70.82,2,10600
上海,98.95,3,3400
上海,57.4,3,3800
上海,52.54,2,5260
上海,102.51,3,10500
上海,101.94,1,6000
上海,89.17,1,6500
上海,95.98,3,7500
上海,77.35,2,5890
上海,39.16,3,4230
上海,83.1,3,2300
上海,76.47,3,5330
上海,7,2,600
上海,509,3,50000
上海,34.04,3,2900
上海,83.56,3,5200
上海,38,3,4590
上海,113.91,2,15300
上海,36.19,3,4390
上海,46.9,2,5600
上海,35.54,2,4190
上海,33.81,2,3800
上海,420.09,1,148000
上海,64.96,3,5600
上海,54.6,2,7058
上海,29,2,6460
上海,68,1,2000
上海,34.58,2,4290
上海,53.45,2,8000
上海,110.25,3,7500
上海,65.72,2,7200
上海,405.8,1,68000
上海,37.11,1,3930
上海,39.5,3,3980
上海,78.64,3,3100
上海,53,3,3590
上海,34.4,1,6690
上海,81.23,2,8000
上海,69,1,7500
上海,44,2,4003
上海,66.38,3,4200
上海,44,2,3823
上海,56.37,2,5700
上海,75.94,2,3300
上海,28,2,3410
上海,74,1,4600
上海,20,2,1300
上海,90,2,11000
上海,40,2,4194
上海,122,2,3400
上海,125.17,2,7500
上海,348.83,1,26000
上海,43.31,2,4800
上海,35.81,3,3800
上海,34.21,2,3800
上海,40,2,4194
上海,62,3,2700
上海,40,2,4194
上海,40,2,4194
上海,65.58,3,6300
上海,32.75,1,6200
上海,40,2,4194
上海,91.29,2,5000
上海,40,2,4194
上海,155.15,2,38800
上海,72.72,2,6500
上海,75.47,3,4700
上海,59.09,3,5700
上海,61.92,1,5300
上海,61.72,2,2450
上海,56.66,1,6500
上海,64.88,3,6200
上海,84.5,3,5200
上海,30,2,3245
上海,157.17,2,9000
上海,35,2,3827
上海,90.42,1,8825
上海,69.96,1,3600
上海,33,2,5300
上海,40,2,4491
上海,72.71,1,6000
上海,79.84,2,4800
上海,123.74,2,14000
上海,10,2,600
上海,80,2,11300
上海,138.82,2,14500
上海,125.26,1,13000
上海,77.45,2,3500
上海,3558.29,2,7900
上海,40.58,2,2100
上海,70.01,1,11000
上海,45.03,3,4500
上海,25,2,3350
上海,42,2,5350
上海,36.23,3,4400
上海,40,2,2459
上海,107.72,1,20900
上海,434.91,2,42000
上海,127,1,14000
上海,57.28,2,6500
上海,92.46,3,4660
上海,43.59,3,6400
上海,61,1,1500
上海,53.75,3,2500
上海,73,2,4600
上海,31.2,2,5160
上海,85,1,4000
上海,33,1,3990
上海,89.33,1,5800
上海,34.5,1,5000
上海,75.44,2,7000
上海,74,2,6625
上海,47,1,4530
上海,42.4,3,3200
上海,49.11,3,5500
上海,154.93,1,8700
上海,54.16,3,6500
上海,87.3,1,9200
上海,36.61,3,3960
上海,48.88,3,5690
上海,29,3,4590
上海,51.61,3,7330
上海,39.93,3,4630
上海,104.73,2,10000
上海,62.24,3,9500
上海,33.81,1,4200
上海,55,2,3200
上海,45.14,3,6360
上海,34.17,2,3950
上海,42,2,2099
上海,20,2,2616.5
上海,82.25,3,2600
上海,40.66,3,5400
上海,117.82,3,5500
上海,25,2,4928
上海,25,2,2400
上海,80.45,3,4600
上海,41,2,4280
上海,35.98,2,5200
上海,69.45,2,5300
上海,41,2,4280
上海,36.95,3,4300
上海,85,3,3800
上海,19.2,2,1400
上海,25,2,1700
上海,99.53,3,8000
上海,30,2,1849
上海,35,2,3800
上海,83.73,2,5800
上海,99,2,6100
上海,42.77,2,4500
上海,42.78,2,5000
上海,170.48,2,15000
上海,50.25,3,5300
上海,25,2,4840
上海,25,2,4675
上海,39.77,1,3100
上海,90,1,5000
上海,83.84,1,4000
上海,28,2,2074
上海,27,1,5600
上海,157.08,1,15300
上海,88.25,3,8000
上海,105.58,1,9400
上海,132.46,2,12900
上海,172.6,2,16800
上海,27,2,2035
上海,40.09,1,4900
上海,125.28,3,11500
上海,22,2,2880
上海,148.69,3,15000
上海,156.78,3,15000
上海,221.67,3,18000
上海,28,2,2910
上海,30,2,1500
上海,80,2,8000
上海,110.7,2,28800
上海,148.69,1,14900
上海,109.26,3,13500
上海,59.3,1,7300
上海,34,2,2158
上海,163,1,30000
上海,35,2,3800
上海,151.3,3,38000
上海,82.74,1,17760
上海,61.66,3,10000
上海,275.22,1,85000
上海,108,1,28000
上海,37.91,3,5800
上海,66,2,8750
上海,49,3,5500
上海,119.31,2,23000
上海,71,1,6000
上海,54.77,2,5500
上海,55,2,6850
上海,41,2,10225.5
上海,42,2,10225.5
上海,49,3,2500
上海,82,3,4100
上海,38,2,8156.5
上海,43,2,10225.5
上海,69.5,3,3800
上海,43,2,10225.5
上海,35.24,3,4000
上海,42,2,8138.5
上海,88,2,5000
上海,67.83,3,3500
上海,30,2,5309
上海,26.8,2,5130
上海,30,2,1750
上海,33.13,1,4900
上海,75.82,3,5500
上海,89.76,3,3900
上海,38,2,8156.5
上海,42,2,6557.5
上海,23.43,3,4200
上海,28.49,1,4500
上海,91,2,7000
上海,46,2,9367.5
上海,113.77,2,7000
上海,78.94,1,10890
上海,58.03,2,3500
上海,85,1,2600
上海,78,2,5500
上海,63.74,1,4300
上海,89.6,2,12500
上海,69,3,7960
上海,88,2,9130
上海,68,3,5975
上海,75.77,2,5500
上海,74.76,2,4400
上海,40.4,3,3730
上海,32,3,4394
上海,36.3,2,3909
上海,49.79,2,6659
上海,56.14,3,6200
上海,93.65,3,24200
上海,65.63,2,3800
上海,76,2,4500
上海,62.7,2,5800
上海,87.77,1,6000
上海,85,1,7300
上海,71,2,5000
上海,92.1,2,8790
上海,73.38,1,5500
上海,82.89,3,5100
上海,48.16,3,4600
上海,70.01,3,3800
上海,57.92,2,5200
上海,65.41,3,4300
上海,52.35,2,6000
上海,64.11,3,6200
上海,48,2,5230
上海,73.9,1,6500
上海,27.65,3,4190
上海,103.04,2,6600
上海,142.61,1,10500
上海,161.52,1,7000
上海,102.79,1,6700
上海,37.68,1,4530
上海,48.61,1,4260
上海,106.33,3,2600
上海,93.69,1,2800
上海,96,3,3000
上海,52.41,2,4100
上海,37.02,2,4130
上海,95,3,4900
上海,68.65,1,5400
上海,84.22,3,6500
上海,109.93,1,8460
上海,35.79,3,3690
上海,59.8,2,4600
上海,51,3,4930
上海,69.83,3,6290
上海,31,3,3960
上海,40,3,5530
上海,40.96,3,3500
上海,92.48,1,4200
上海,160.25,1,5800
上海,197.76,1,17000
上海,138,1,8500
上海,28,2,3300
上海,77.76,2,2600
上海,38,2,4500
上海,126,3,11500
上海,28,2,3500
上海,38,2,4500
上海,89.39,1,4100
上海,68,3,3900
上海,70.98,2,10000
上海,41,3,4300
上海,87.93,3,6000
上海,21,2,2368
上海,20,2,4667
上海,50.84,1,6000
上海,35.94,2,3400
上海,40,2,4669
上海,40,2,3735
上海,40,2,5167
上海,40,2,3815
上海,25.86,1,4700
上海,42,3,5000
上海,237,3,68000
上海,325.94,1,25000
上海,81.8,2,2300
上海,32,2,2888
上海,49,2,2400
上海,62.52,3,1500
上海,282.39,1,7800
上海,78.14,1,8190
上海,44,3,5490
上海,86.56,3,2000
上海,112.28,3,2500
上海,173.08,3,3000
上海,30,2,5330
上海,90.77,2,7200
上海,49.51,1,4390
上海,102.11,3,5300
上海,87.46,2,7030
上海,76.48,3,3900
上海,76.59,2,5030
上海,38.2,3,4530
上海,44,1,4006
上海,60.26,2,6690
上海,189.18,2,5000
上海,83.53,1,4500
上海,129.01,3,4200
上海,92,2,5500
上海,61.19,2,5630
上海,61.66,2,2200
上海,90.51,3,5360
上海,79.23,3,2300
上海,69.22,2,3000
上海,73.46,3,4890
上海,77,2,5690
上海,63.93,1,2500
上海,63.68,2,2800
上海,45,1,4990
上海,71.96,2,9760
上海,53.18,2,6790
上海,68.78,1,4730
上海,66.19,3,7200
上海,162.44,2,11000
上海,55,3,3800
上海,48.94,1,6330
上海,119.21,2,16800
上海,77.67,3,6660
上海,57.93,1,5230
上海,33.08,3,4530
上海,86.62,1,5200
上海,25,2,2430
上海,53.33,3,3660
上海,53.16,1,6090
上海,52.81,3,5890
上海,86.97,3,6900
上海,172.94,1,19800
上海,79.98,2,5500
上海,42.09,3,3800
上海,43.83,2,6000
上海,54.11,2,6360
上海,85.38,1,15000
上海,66.55,3,2200
上海,196.45,2,9000
上海,75.29,1,4460
上海,64,2,4500
上海,68.99,3,7400
上海,85.67,3,4200
上海,47.22,3,5690
上海,25,2,2460
上海,81.5,1,11800
上海,153.29,2,12730
上海,69,2,4000
上海,37,2,3163
上海,167.67,2,20500
上海,112,2,3400
上海,45,2,2550
上海,130,3,13000
上海,45,2,2750
上海,108.38,3,4999
上海,471.07,1,28000
上海,245,2,46000
上海,44,1,2500
上海,97.52,1,10500
上海,72.88,2,5200
上海,304.72,1,20700
上海,98.39,3,7000
上海,71,1,7960
上海,116.53,2,9890
上海,103.06,3,11000
上海,30,2,1200
上海,51,2,7500
上海,40,1,4500
上海,74.42,3,7200
上海,37.44,1,3200
上海,89.84,2,4200
上海,18,2,2900
上海,130,1,4866
上海,15,2,2800
上海,38.89,2,1400
上海,29,3,4690
上海,45.81,2,5890
上海,146.81,1,19000
上海,32.14,1,4100
上海,32.78,2,6360
上海,127.12,3,9000
上海,42.11,2,3300
上海,63.42,3,6500
上海,60.91,3,6200
上海,68.93,3,7800
上海,56.65,2,4400
上海,53.64,3,4360
上海,70,3,4200
上海,121.17,1,14130
上海,62.29,3,4300
上海,36.64,2,4260
上海,51.38,2,3530
上海,36.26,2,5800
上海,12,1,3200
上海,48,3,4660
上海,40.26,2,5300
上海,44.77,3,4760
上海,39.62,2,2200
上海,104.23,1,5800
上海,54.21,2,4729
上海,56.6,2,6300
上海,88,3,7330
上海,49,2,6390
上海,30.95,2,3300
上海,33,2,4530
上海,41.33,2,2100
上海,205,3,35000
上海,54.57,2,5700
上海,58.05,2,4050
上海,69.48,2,11000
上海,147,3,20000
上海,157.89,2,19000
上海,132.41,1,23500
上海,80,2,4100
上海,63,1,2000
上海,70.89,2,4300
上海,165,2,28000
上海,65,2,3705
上海,97,2,4600
上海,44.5,2,7600
上海,78,2,4100
上海,69.38,3,2600
上海,98.99,2,4100
上海,376.21,1,22000
上海,78,2,4100
上海,60,2,3600
上海,89.73,2,7600
上海,60,2,3600
上海,60,2,3705
上海,78,2,4100
上海,40,3,3200
上海,155.43,2,22500
上海,61.69,3,2300
上海,92.07,2,9900
上海,80,2,4200
上海,39.36,3,6090
上海,94.97,3,7800
上海,68.51,1,6090
上海,37,1,4529
上海,103.23,2,15000
上海,132.67,2,8300
上海,41.21,1,5790
上海,63.71,3,8800
上海,119.16,1,13000
上海,66,3,5630
上海,43.8,1,5190
上海,68.4,2,6230
上海,126.36,1,16500
上海,438.87,1,11700
上海,44.89,2,5890
上海,83.71,3,3000
上海,144.2,3,5300
上海,71.76,3,3300
上海,89.46,2,5860
上海,102.35,1,10660
上海,42,3,5890
上海,163,3,5800
上海,66.58,2,4300
上海,232.72,3,5800
上海,33,3,4360
上海,94.96,3,5500
上海,69.01,1,6760
上海,72.12,1,9300
上海,109.05,1,11500
上海,78,1,7000
上海,40,2,4699
上海,50,2,6299
上海,23,2,3500
上海,50,3,4600
上海,18,2,3350
上海,98.37,1,6400
上海,60.19,2,4000
上海,85,2,4100
上海,51.35,2,4800
上海,51.23,1,5000
上海,80,2,4100
上海,75,2,4100
上海,93.31,2,5900
上海,75,2,4100
上海,40.9,3,5000
上海,90,2,12500
上海,75,2,4100
上海,56.47,3,5600
上海,31.73,2,4100
上海,52.27,2,4700
上海,65,2,4100
上海,54.86,2,6300
上海,83,1,6050
上海,144.78,1,10000
上海,88.19,3,7800
上海,49.68,3,4300
上海,121,1,9000
上海,53,2,8500
上海,65,2,4100
上海,176.84,3,18000
上海,56,3,5790
上海,53.35,3,4000
上海,39.96,2,5200
上海,69.85,2,2500
上海,39.92,1,5130
上海,94.05,3,8360
上海,36.99,1,4560
上海,91.33,1,13500
上海,60,3,4500
上海,33,2,3800
上海,57,1,5390
上海,42.91,2,4530
上海,29.52,3,4190
上海,81.69,1,4300
上海,48.49,2,7230
上海,63,3,3100
上海,40.03,2,6159
上海,53.68,1,3630
上海,68.55,3,3500
上海,47.02,3,4730
上海,81,2,3500
上海,76.86,1,3200
上海,100.1,3,9960
上海,92.68,3,4800
上海,63.74,3,3900
上海,52.08,2,5200
上海,45,3,2600
上海,171.38,2,20000
上海,35,3,3830
上海,99,1,8890
上海,120.57,3,7500
上海,54.87,2,3200
上海,31,2,3430
上海,48.71,3,8000
上海,78,2,4100
上海,78,2,4100
上海,240,1,10050
上海,47.4,2,10000
上海,50.58,3,4000
上海,78,2,4100
上海,78,2,4100
上海,85,2,1600
上海,73,3,5800
上海,66.37,1,8500
上海,225.47,1,6500
上海,332.09,1,40000
上海,78,2,4100
上海,97.83,1,6500
上海,78,2,4100
上海,49,1,4300
上海,64.86,2,7000
上海,60.98,3,2600
上海,45,1,12000
上海,219.93,1,33000
上海,78,2,4100
上海,30.58,2,6000
上海,78,2,4100
上海,166.78,3,14000
上海,63,2,3600
上海,63,2,3600
上海,27.87,1,4430
上海,90.18,3,2150
上海,48.11,3,5090
上海,117.89,3,16000
上海,52.14,2,4990
上海,174.07,1,30000
上海,92.83,1,6000
上海,163.98,1,15000
上海,147.92,3,9500
上海,233,1,20000
上海,296.22,1,40000
上海,40,1,5690
上海,160.24,2,10800
上海,88.74,2,7090
上海,75.51,3,12000
上海,62,3,6760
上海,36.25,2,4500
上海,54.03,3,4830
上海,69.69,3,5900
上海,88.44,2,15500
上海,141.87,3,9500
上海,490,1,43000
上海,79,2,6900
上海,94.39,2,5790
上海,129.28,2,6300
上海,48.27,3,4060
上海,98.18,3,10260
上海,62.79,3,3800
上海,99.67,2,8330
上海,42.26,3,5800
上海,57.37,3,3300
上海,48,2,4400
上海,56,2,5100
上海,74.8,2,4340
上海,40.41,2,4000
上海,85,3,1600
上海,74.94,1,5200
上海,27,2,3138
上海,70.75,3,6200
上海,78,1,3000
上海,71.85,2,4300
上海,71.66,2,3500
上海,80,3,18000
上海,77.7,1,4800
上海,38.46,2,3700
上海,34.31,2,3200
上海,53.73,1,5100
上海,46,2,2000
上海,50.62,2,6200
上海,29,2,1700
上海,20,2,1450
上海,29.92,2,2950
上海,88,2,6000
上海,64.13,1,8500
上海,3731.37,2,3800
上海,40.99,3,3900
上海,55,1,6500
上海,67.93,2,2000
上海,33.82,2,5000
上海,160,2,21500
上海,13.5,3,3500
上海,101.27,2,5000
上海,112.15,3,13900
上海,47.2,3,5660
上海,62,3,3400
上海,59.72,2,1400
上海,32.45,2,5590
上海,108.53,2,7390
上海,50.64,2,4600
上海,85.95,2,5930
上海,518.57,1,27000
上海,103,1,12000
上海,65.63,1,4200
上海,45,2,1500
上海,60,3,18390
上海,185.42,2,34190
上海,50.55,2,3200
上海,52.14,2,4360
上海,122.69,1,6800
上海,64.96,3,5900
上海,50,3,7800
上海,82.93,3,4000
上海,85.47,2,9700
上海,78,1,3500
上海,59.43,3,5200
上海,42.49,1,3000
上海,62.93,3,2900
上海,70.1,2,5800
上海,60.93,3,4300
上海,40.68,2,3300
上海,42.12,2,5189
上海,47.81,2,4430
上海,28.4,1,4190
上海,136.83,2,2600
上海,298.69,1,11500
上海,34.09,3,3160
上海,33.82,1,5230
上海,57.75,2,5300
上海,23.9,1,5100
上海,51.76,3,5890
上海,48.06,3,6990
上海,296.05,1,9999
上海,26.34,1,5200
上海,41,2,5160
上海,98.92,2,4330
上海,20,2,4290
上海,40,1,4200
上海,87.24,1,12000
上海,110,1,4500
上海,54.25,1,6530
上海,46.88,2,6890
上海,40.06,3,6890
上海,64.44,1,5300
上海,55,3,1600
上海,40.4,2,6600
上海,74.32,1,5500
上海,83.25,1,17500
上海,56.89,1,5060
上海,219.15,1,2800
上海,169.4,1,8000
上海,32.8,3,4330
上海,94.34,1,10000
上海,62.23,3,11520
上海,50,1,4960
上海,215,1,5400
上海,45.75,2,3130
上海,36,2,4300
上海,258.1,1,40000
上海,123.48,3,12000
上海,113.07,3,12500
上海,49.49,3,5000
上海,69.53,3,4600
上海,79.25,2,4300
上海,84.68,3,3500
上海,137.19,1,11000
上海,50,2,4630
上海,53,1,3600
上海,65.68,2,6500
上海,139.25,2,5500
上海,60.11,2,4500
上海,60.95,3,5000
上海,84.68,2,7200
上海,76.26,1,9000
上海,103,3,12000
上海,75.12,1,3300
上海,42.73,1,4130
上海,75.59,1,5130
上海,50.82,3,8400
上海,38.6,2,3200
上海,42.5,3,3730
上海,92.26,2,8500
上海,42,2,4350
上海,75.22,2,6800
上海,63.22,2,7200
上海,116.01,1,24500
上海,171.97,3,28999
上海,30,2,2919
上海,110.75,3,13500
上海,30,2,2362
上海,98.37,3,4200
上海,111,2,3900
上海,111.91,2,10200
上海,89.46,2,4500
上海,437.71,1,52000
上海,40,2,2857
上海,40,2,10000
上海,71.99,3,6800
上海,51.78,2,2300
上海,95.37,2,6300
上海,133,2,17600
上海,103.99,3,7000
上海,110.08,2,9660
上海,49.31,3,3288
上海,6237,2,5240.5
上海,50.7,3,4700
上海,86.04,2,14800
上海,26,2,4300
上海,40,2,4150
上海,340.86,1,37000
上海,159.02,1,3500
上海,90.87,1,7000
上海,79.87,3,4600
上海,60,2,3705
上海,262,2,28000
上海,253.98,2,55500
上海,68.9,3,6500
上海,50.44,3,5500
上海,222.78,1,13500
上海,78,2,4100
上海,80,2,4100
上海,51.46,3,4800
上海,80,2,4100
上海,64.85,2,6800
上海,88.2,2,9700
上海,60,2,3600
上海,81.03,3,6000
上海,72.02,1,4100
上海,78,2,4100
上海,128,1,9000
上海,55.9,3,2800
上海,78,2,4100
上海,71.52,3,1500
上海,53.45,1,7300
上海,88.2,3,4900
上海,147.49,3,25500
上海,91.79,3,2800
上海,36.85,2,3600
上海,106.06,1,8500
上海,85,2,2900
上海,328.83,1,25000
上海,25.51,2,4430
上海,87.75,2,2500
上海,85,2,4100
上海,47.35,3,1100
上海,205.27,3,2000
上海,152.94,3,17200
上海,76.96,2,4300
上海,101.62,2,2500
上海,75,3,5500
上海,70,2,4100
上海,34.22,2,4600
上海,77.39,3,3900
上海,52.64,3,6000
上海,209.24,1,7000
上海,109.6,1,11000
上海,70,1,4200
上海,80,2,4100
上海,59,2,9090
上海,83.47,2,5150
上海,89.13,1,18000
上海,38.34,2,5599
上海,31,2,6380
上海,107.31,1,10800
上海,29.4,2,4100
上海,35,2,5380
上海,108.68,2,3156
上海,50.14,1,8500
上海,97.45,1,3800
上海,35,2,6380
上海,72.51,3,1980
上海,223.15,1,13000
上海,39.84,2,3800
上海,135.98,3,15500
上海,43,2,4280
上海,70,1,3000
上海,122.41,1,8300
上海,70.02,1,4000
上海,41,2,4280
上海,39,2,4280
上海,35,2,2800
上海,89.37,3,4200
上海,172,2,22000
上海,58.21,2,8200
上海,90.16,2,6500
上海,62.52,2,7500
上海,110,3,7500
上海,41,2,4280
上海,53.21,2,4600
上海,87.72,2,4800
上海,94.85,3,3500
上海,97.74,3,14800
上海,85.21,1,3800
上海,26.2,1,6500
上海,65.69,2,5200
上海,159.38,1,15500
上海,41,2,4280
上海,119.04,2,5500
上海,71.91,1,11000
上海,66.07,3,4500
上海,64.85,3,6200
上海,91.93,1,6100
上海,54.42,3,6200
上海,129.95,2,13000
上海,54.42,3,4700
上海,70.57,1,5800
上海,66.13,3,6400
上海,89.64,3,2800
上海,36.89,3,5000
上海,90,1,3500
上海,50,3,4800
上海,41,3,3630
上海,66,3,6530
上海,40.02,2,4800
上海,89.51,3,3000
上海,44.3,3,4400
上海,38.39,2,3890
上海,118,3,10500
上海,57.25,1,3000
上海,60.97,1,4500
上海,41.67,2,6400
上海,38.34,3,4500
上海,127.68,2,20000
上海,47.05,3,3700
上海,163.03,3,15500
上海,125.47,2,15500
上海,122.9,3,6500
上海,38.24,3,4800
上海,154.56,2,18000
上海,65,1,5190
上海,55,3,4390
上海,84.17,3,4900
上海,196.66,3,14500
上海,79.39,3,4200
上海,30.93,2,3830
上海,98.4,2,5000
上海,36.65,1,4560
上海,188.39,3,16000
上海,66.19,3,7200
上海,162.44,2,11000
上海,48,3,5660
上海,55,3,3800
上海,119.21,2,16800
上海,86.62,1,5200
上海,32.61,3,4330
上海,47.99,3,5830
上海,58,1,6060
上海,70.93,3,3460
上海,86.97,3,6900
上海,57.27,1,4330
上海,60.37,1,5130
上海,36.24,1,3890
上海,172.94,1,19800
上海,79.98,2,5500
上海,62.45,2,5960
上海,41.54,2,5390
上海,42.09,3,3800
上海,43.83,2,6000
上海,37,3,3930
上海,85.38,1,15000
上海,66.55,3,2200
上海,77.3,3,4000
上海,102.97,3,3000
上海,14,2,2928
上海,15,2,2821
上海,22,2,2300
上海,16,3,2800
上海,96,2,2300
上海,64,2,1700
上海,30,2,2995
上海,79.52,3,3600
上海,277.97,1,30000
上海,120.67,2,8800
上海,66.34,1,6800
上海,110,2,7800
上海,88.68,2,5600
上海,55.15,2,8326
上海,25,2,3050
上海,477.23,1,25000
上海,28,2,4965
上海,46,2,6500
上海,54.32,3,2500
上海,18,2,2400
上海,71,2,10300
上海,84.95,3,6700
上海,30,1,4900
上海,123.1,2,3200
上海,210.64,2,10000
上海,79.44,3,1800
上海,34,2,2050
上海,138.45,2,4000
上海,157,3,19000
上海,18,2,3780
上海,82.8,1,4500
上海,17,2,3980
上海,28.94,1,4650
上海,77.07,3,3800
上海,40,2,5700
上海,65,2,10000
上海,52,2,8500
上海,54,2,5211
上海,67.5,3,4000
上海,31.5,3,4200
上海,41,2,2700
上海,81,1,4200
上海,99.08,1,5600
上海,143,1,5700
上海,129.86,1,12800
上海,43.66,3,5500
上海,63.71,3,5500
上海,54,2,5757
上海,30,2,4590
上海,26.56,2,4770
上海,35,2,5355
上海,69,1,7500
上海,143.77,3,14500
上海,35,2,5355
上海,27,2,4650
上海,34,2,5545
上海,56,2,6120
上海,55.91,2,5200
上海,70.02,2,4100
上海,61.46,1,5830
上海,93.17,3,4400
上海,55,1,2900
上海,80,2,3800
上海,38.98,3,3400
上海,32.44,2,4290
上海,100.42,1,2300
上海,146.11,1,7300
上海,86.02,3,6000
上海,88.35,2,6000
上海,69.81,1,7500
上海,98.98,2,5350
上海,49.21,3,4290
上海,44.46,3,3400
上海,83.84,3,4199
上海,131.35,2,4500
上海,91.3,3,9000
上海,94.72,1,3500
上海,59.7,3,4490
上海,68.36,1,6729
上海,50.38,1,3030
上海,89.83,2,3500
上海,50.94,1,7500
上海,91,1,5500
上海,29.47,3,4889
上海,134.6,2,13900
上海,85.24,3,2800
上海,80,1,9000
上海,45.76,3,1200
上海,46.21,2,6000
上海,45,2,6000
上海,55,2,6975
上海,58.96,3,4000
上海,2050,2,3887
上海,31.42,1,4700
上海,55.86,1,6500
上海,38.9,1,4500
上海,39,2,6800
上海,32,2,5740
上海,32,2,6500
上海,54,2,3600
上海,173.04,1,28000
上海,48,2,8156.5
上海,107.99,2,8000
上海,78,3,4200
上海,56.82,1,4100
上海,46.15,2,5000
上海,33,2,8251.5
上海,46,2,9367.5
上海,64,3,3200
上海,86.92,3,7000
上海,33,2,9367.5
上海,55.11,3,4800
上海,38,2,8156.5
上海,61.75,2,8600
上海,50,2,4589.5
上海,82.8,1,3200
上海,60.85,2,3600
上海,37,2,8065
上海,83.45,2,3700
上海,97.13,3,5000
上海,111.24,2,9500
上海,32.65,3,4830
上海,52,1,6660
上海,30.51,3,4060
上海,28.37,1,4160
上海,38,2,2900
上海,56.46,1,1900
上海,56.73,1,5230
上海,47.61,2,4800
上海,30,2,4290
上海,89.71,1,3600
上海,304.42,1,17900
上海,37.6,3,3453
上海,41.44,2,2990
上海,87.4,2,2500
上海,81.95,3,4000
上海,86.39,2,6500
上海,91.97,3,5000
上海,72.2,2,2600
上海,88.98,3,10000
上海,49.25,3,4300
上海,35.45,3,3800
上海,155,2,25000
上海,78.64,1,4000
上海,35,1,4190
